id,resort,country,continent,month,month_sin,month_cos,is_winter_month,is_shoulder_month,snow,snow_missing,snow_imputed,snow_lag_1,snow_lag_2,snow_3m_mean,snow_3m_std,snow_6m_mean,highest_point,lowest_point,altitude_range,total_slopes,share_beginner,share_intermediate,share_difficult,total_lifts,lift_capacity,share_surface_lifts,share_chair_lifts,share_gondola_lifts,price,log_price,log_lift_capacity,locality_score,demand_score,attendance
1,Hemsedal,Norway,Europe,2022-11-01,-0.1323759428851275,0.9911995811869946,0,1,100.0,0,100.0,12.99,3.54,38.843333333333334,53.17357457735311,22.046666666666667,1450.0,620.0,830.0,43.0,0.6744186046511628,0.23255813953488372,0.09302325581395349,21.0,22921.0,0.7142857142857143,0.2857142857142857,0.0,46.0,3.8501476017100584,10.039852427056644,1.0,77.37501900157218,high
1,Hemsedal,Norway,Europe,2022-12-01,-0.04842570534918712,0.9988267873167167,1,0,100.0,0,100.0,100.0,12.99,70.99666666666667,50.23524692218934,38.64833333333333,1450.0,620.0,830.0,43.0,0.6744186046511628,0.23255813953488372,0.09302325581395349,21.0,22921.0,0.7142857142857143,0.2857142857142857,0.0,46.0,3.8501476017100584,10.039852427056644,1.0,102.8459023349055,high
2,Geilosiden Geilo,Norway,Europe,2022-01-01,-0.07880315299594536,0.9968901960987968,1,0,99.61,0,99.61,,,99.61,0.0,99.61,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,1.0,120.88252089862816,high
2,Geilosiden Geilo,Norway,Europe,2022-02-01,-0.06254574045753,0.9980420984861407,1,0,100.0,0,100.0,99.61,,99.805,0.2757716446627489,99.805,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,1.0,121.23010839862818,high
2,Geilosiden Geilo,Norway,Europe,2022-03-01,0.032773789934219456,0.9994627950520958,1,0,100.0,0,100.0,100.0,99.61,99.87,0.22516660498394925,99.87,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,1.0,121.26374589862814,high
2,Geilosiden Geilo,Norway,Europe,2022-04-01,0.04905831062447447,0.998795916170402,0,1,100.0,0,100.0,100.0,100.0,100.0,0.0,99.9025,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,1.0,106.32127089862817,high
2,Geilosiden Geilo,Norway,Europe,2022-05-01,-0.11633697130920091,0.993209801153111,0,0,100.0,0,100.0,100.0,100.0,100.0,0.0,99.922,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,1.0,106.32322089862816,high
2,Geilosiden Geilo,Norway,Europe,2022-06-01,-0.10013455542064037,0.9949739045878091,0,0,,1,3.94,100.0,100.0,67.98,55.460266858355446,83.925,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,0.65,26.44428858410831,medium
2,Geilosiden Geilo,Norway,Europe,2022-07-01,-0.01598099091434407,0.9998722958105178,0,0,,1,9.45,3.94,100.0,37.79666666666667,53.94006890367616,68.89833333333333,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,0.65,20.57067191744164,medium
2,Geilosiden Geilo,Norway,Europe,2022-08-01,0.0003166790417742279,0.999999949857191,0,0,,1,5.91,9.45,3.94,6.433333333333333,2.7920303245724125,53.21666666666667,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,0.65,11.150655250774975,low
2,Geilosiden Geilo,Norway,Europe,2022-09-01,0.016614264878330495,0.9998619735756294,0,0,0.39,0,0.39,5.91,9.45,5.25,4.565917213441191,36.615,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,1.0,12.044520898628168,low
2,Geilosiden Geilo,Norway,Europe,2022-10-01,-0.14851256410687452,0.9889105208775977,0,0,97.64,0,97.64,0.39,5.91,34.64666666666667,54.623599600661,36.221666666666664,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,1.0,75.78152089862817,high
2,Geilosiden Geilo,Norway,Europe,2022-11-01,-0.1323759428851275,0.9911995811869946,0,1,98.03,0,98.03,97.64,0.39,65.35333333333334,56.260234920708726,35.89333333333334,1178.0,800.0,378.0,34.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,24.0,14225.0,0.75,0.25,0.0,44.0,3.8066624897703196,9.56282655529346,1.0,86.71052089862818,high
